;mean_fit_time;mean_score_time;mean_test_score;mean_train_score;param_max_depth;params;rank_test_score;split0_test_score;split0_train_score;split1_test_score;split1_train_score;split2_test_score;split2_train_score;std_fit_time;std_score_time;std_test_score;std_train_score
0;0.15244634946187338;0.001333793004353841;0.3129805579808763;0.5489602186996175;5;{'max_depth': 5};1;0.3630506076887232;0.5398207113998896;0.2563206995636401;0.544218189894067;0.3195764910478023;0.5628417548048958;0.00046849771846713405;0.0004724957133638158;0.043827688755507854;0.00997855159022918
1;0.3018771807352702;0.0013344287872314453;0.03945402651011667;0.8146344658699931;10;{'max_depth': 10};2;0.020648407730006976;0.823105763865547;0.13504637389555052;0.7968004860905775;-0.03740406522588158;0.8239971476538547;0.000937623257430908;0.00047153903155141864;0.07164262072578573;0.0126157776175699
2;0.4166296323140462;0.0016718705495198567;0.00819671559405602;0.9470424790384184;15;{'max_depth': 15};3;0.06756223826966135;0.9663342644096748;0.024270264691199084;0.9330486218007522;-0.06731246684019121;0.9417445509048283;0.0012475535859664216;0.0004658633282302726;0.056219514882759884;0.014095732991553292
3;0.47867369651794434;0.0020019213358561196;-0.17215160906213872;0.990682069834108;20;{'max_depth': 20};4;-0.18586462639181267;0.9987236086618422;-0.12606818710495538;0.9900184817938388;-0.20455209770881866;0.9833041190466433;0.008255247548741466;2.247831920581015e-07;0.03347429843810081;0.00631244415493175
