;MEA_test;MEA_train;R2_test;R2_train;MSE_test;MSE_train;R_test;R_train;RMSE_test;RMSE_train;MAPE_test;MAPE_train
MLP_skb_log;0.3628644619206991;0.36667269676603353;0.3499008668659763;0.34535364872393004;0.21511703169906227;0.21844874432982486;0.590070783648889;0.5873603674247023;0.4636005639986708;0.4673462974489322;11.583332547041197;11.784736193282047
DT_skb_log;0.35858819964618943;0.3197989090841466;0.3593709617817894;0.4866986674577835;0.21522329491297457;0.1707564818501534;0.5993446625677176;0.6976343557843316;0.46390348722667385;0.41322226863635675;11.626142414848943;10.295076902485535
ET_skb_log;0.32978425884491164;0.19794735217698353;0.43382737337526595;0.8162843320437926;0.18552239784356028;0.061461930335281245;0.6583365592139085;0.9034817621967731;0.4307001692297213;0.2479008464222173;10.671018024280867;6.389440583775718
RF_skb_log;0.3288661285349412;0.21227558137819305;0.4507000641435567;0.7873994561852127;0.18187191866562255;0.07096907952680467;0.6711896637645529;0.8873526000280606;0.42645307703065194;0.2663936605265726;10.607120837729571;6.830726965485747
KNN_skb_log;0.3778082400605209;0.34961957659616066;0.30132119324435014;0.40087726889521347;0.23255074646938226;0.19983358137539747;0.5487523228680469;0.6331371021369305;0.48216519763551463;0.4470224232221807;12.35547402578231;11.403165232675773
RidgeCV_sfm_log;0.3487839519441258;0.34748901722760106;0.41882673591207376;0.4064631016194175;0.19672902749671936;0.19705599976218285;0.6469430676247367;0.6375149118488256;0.44351621236670935;0.44390702288346756;11.380125977210557;11.284387329329451
LassoCV_sfm_log;0.33727056342022954;0.3300588100556108;0.4217419181851959;0.46191150535138287;0.1893414919019892;0.18019352741071754;0.649360986180761;0.6796293826175288;0.4350684673926721;0.4244881300012199;10.894134129388227;10.705983521928252
SVR_linear_sfm_log;0.3327928014277969;0.3185056553109809;0.4297672577619256;0.474805172228705;0.18596683764874683;0.17599931060596413;0.6550209949736532;0.6890386651745372;0.43106374022481236;0.4195105250247497;10.793816993032767;10.320977291599517
SVR_rbf_sfm_log;0.3389143748786667;0.3384441930218535;0.4029947108438707;0.4339025962252762;0.19017829648247928;0.19079937218908388;0.6344857759977138;0.6587031332300779;0.4360270673750469;0.436803087701571;11.021393035139269;10.98792608081602
MLP_sfm_log;0.3609827271542699;0.35136356821588444;0.35986551786634247;0.3913020353749036;0.21245289123264244;0.20304730280755257;0.5975870991956989;0.6248452724526732;0.4607681143152166;0.4503311778521154;11.736441689389;11.342191872589483
DT_sfm_log;0.3621295852188632;0.3160448199804981;0.37135093660353713;0.49084208675818186;0.2222670737495238;0.16708184515014118;0.6088470989997081;0.7005703039506528;0.4713721436907573;0.4087474702949801;11.616288868553834;10.18438010121997
ET_sfm_log;0.32386904762956276;0.18185017181922347;0.4719940403811317;0.842209620549332;0.17890691543563153;0.052389320587488276;0.6869302524332273;0.9177172075793083;0.42282631801767473;0.22887037855388592;10.404020939507355;5.8476218666926645
RF_sfm_log;0.3282042039953584;0.20082913915093595;0.4456955791726246;0.8064469602242621;0.18323717727940833;0.0646438937840925;0.6673861851199107;0.8980224018466882;0.4280466990296599;0.2542445897387645;10.503373571553407;6.4539750958824715
KNN_sfm_log;0.36021814302615474;0.34853046178500235;0.31881844443790075;0.40248354012261506;0.21554954462346337;0.20180695253313824;0.5640350832439791;0.6343787662968372;0.46405449025612916;0.44921081272136787;11.696581745725899;11.40166148969219
