;MEA_test;MEA_train;R2_test;R2_train;MSE_test;MSE_train;R_test;R_train;RMSE_test;RMSE_train;MAPE_test;MAPE_train
Ridge_pca;11.006961898469275;11.09664718726613;0.41149451660844505;0.394519637524793;274.72708819903;241.65929242754282;0.6414783835862632;0.6281079823762734;16.574893308827964;15.545394572912674;42.515534076503215;44.66495995213881
RidgeCV_pca;11.010341994119802;11.095808285602514;0.4110644504728871;0.39447261321650195;274.9278523728384;241.6780607671502;0.6411430811237746;0.6280705479613751;16.58094847627356;15.54599822356706;42.569291559576065;44.70017254761049
Lasso_pca;11.016431152397852;11.125929678619016;0.406650536039177;0.3909154599423702;276.9883630973002;243.0977916065929;0.6376915681104597;0.6252323247740557;16.642967376561796;15.591593619851464;42.772522344713494;45.061922479176104
LassoCV_pca;11.001944390037771;11.10541359684131;0.40929120087409365;0.3930668930686585;275.75564363846803;242.23911172327087;0.6397587051960244;0.6269504709852752;16.60589183508275;15.564032630500067;42.62468315349461;44.86501439453344
Ridge_skb;10.779664059443407;10.759260097236588;0.41566121493965835;0.4044949957611681;272.78198329815285;237.6779279399169;0.6447179344020595;0.635999210503573;16.51611283862377;15.416806671289516;41.60218599041535;43.424096198539566
RidgeCV_skb;10.798700077104042;10.926192545951682;0.4203875508800444;0.39434201938910884;270.5756274571338;241.7301833691025;0.6483730028926593;0.627966575057231;16.44918318510478;15.547674532517798;42.0308843881769;44.1835234790594
Lasso_skb;10.960846149424412;11.136598057194927;0.40374703317982497;0.37328388821893455;278.3437810307583;250.13490364380684;0.635410916793082;0.6109696295389276;16.683638123345826;15.815653753285282;43.10753850182626;45.60142067151827
LassoCV_skb;10.805204612374297;10.89137196805581;0.4181765066982125;0.39462643639084005;271.60779070301123;241.6166668693902;0.6466656838724415;0.6281929929494916;16.480527622106376;15.544023509676965;41.85777175527356;43.932644517477556
Ridge_pca_log;0.34330974093627925;0.3543210712468462;0.4111567918237502;0.38471000953324397;0.1908385362560412;0.20659034137643245;0.6412150901403914;0.6202499573020896;0.43685070247859414;0.45452210218693706;11.001675720651198;11.500470302213179
RidgeCV_pca_log;0.3435581941849232;0.35438319472494106;0.4102840222413944;0.3846523314394289;0.19112139265528785;0.20660970742703594;0.6405341694565516;0.6202034597125599;0.4371743275345521;0.4545434054378481;11.010403584297297;11.504604970196203
Lasso_pca_log;0.39694666952726476;0.4078048586273666;0.2352206792953886;0.2122033833198793;0.2478577728257887;0.2645113271738459;0.4849955456448941;0.4606553845553955;0.49785316392063705;0.5143066470247549;12.755599840675705;13.328172919477991
LassoCV_pca_log;0.3432701288059221;0.354779589223203;0.4101814519388224;0.38378167618658054;0.19115463472403277;0.20690203944721178;0.6404540982293909;0.6195011510776881;0.4372123451185165;0.4548648584439248;11.00109101433519;11.521305248463436
Ridge_skb_log;0.34361386095033736;0.3530584994174887;0.4086431280423183;0.38324455906206845;0.1916531910062828;0.20708238239416582;0.6392520066783665;0.6190674915242024;0.43778212732623384;0.45506305320709767;11.00749864517118;11.498986382171939
RidgeCV_skb_log;0.34292728648766513;0.3578562068867792;0.41030521920692975;0.37423355926825563;0.19111452291845524;0.21010792409383583;0.6405507155619528;0.6117463193745064;0.43716647048745083;0.45837530921051567;11.009651033453995;11.660710612579265
Lasso_skb_log;0.45382142193597175;0.4642192821419712;-0.00022969111246329277;0.0;0.32416501968823025;0.3357609331816271;;0.0;0.5693549153983218;0.5794488184314703;14.47068981959658;15.081709979984884
LassoCV_skb_log;0.34565816336001304;0.3611969859438115;0.40230193567778705;0.3659958730684405;0.193708311711017;0.21287381729954316;0.6342727612611053;0.6049759276768295;0.44012306427977277;0.46138250649492896;11.104370746031607;11.779517835472562
