;Miesiąc;Maksymalna temperatura dobowa;Minimalna temperatura dobowa;Średnia temperatura dobowa;Temperatura minimalna przy gruncie;Suma dobowa opadu;Wysokość pokrywy śnieżnej;Równoważnik wodny śniegu;Usłonecznienie;Czas trwania opadu deszczu;Czas trwania opadu śniegu;Czas trwania opadu deszczu ze śniegiem;Czas trwania gradu;Czas trwania mgły;Czas trwania zamglenia;Czas trwania sadzi;Czas trwania gołoledzi;Czas trwania zamieci śnieżnej niskiej;Czas trwania zamieci śnieżnej wysokiej;Czas trwania zmętnienia;Czas trwania wiatru >=10m/s;Czas trwania wiatru >15m/s;Czas trwania burzy;Czas trwania rosy;Czas trwania szronu;Wystąpienie pokrywy śnieżnej;Izoterma dolna;Izoterma górna;Aktynometria;Miesiąc;Średnie dobowe zachmurzenie ogólne;Średnia dobowa prędkość wiatru;Średnia dobowe ciśnienie pary wodnej;Średnia dobowa wilgotność względna;Średnia dobowe ciśnienie na poziomie stacji;Średnie dobowe ciśnienie na pozimie morza;Suma opadu dzień;Suma opadu noc;PM10;Dzień tygodnia;PM10_prev;PM10_next
2004-01-27;1.0;-3.9;-8.6;-6.2;-9.8;0.4;4.0;0.0;1.7;0.0;6.7;0.0;0.0;0.0;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.5;4.9;3.0;79.0;992.5;1006.1;0.1;0.3;44;1;47;83
2004-01-28;1.0;-3.8;-7.5;-5.8;-7.7;0.4;5.0;0.0;0.0;0.0;17.5;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;1.8;3.5;88.0;987.8;1001.4;0.2;0.2;83;2;44;61
2004-01-29;1.0;-2.2;-6.9;-5.0;-11.2;0.0;6.0;0.0;2.9;0.0;8.6;0.0;0.0;2.2;21.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.4;1.4;3.6;85.5;988.2;1001.7;0.0;0.0;61;3;83;32
2004-01-30;1.0;0.0;-7.6;-4.0;-12.8;0.4;6.0;1.8;1.2;0.0;3.9;0.0;0.0;0.0;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4.5;4.6;3.9;84.8;995.1;1008.7;0.4;0.0;32;4;61;30
2004-01-31;1.0;1.9;-9.2;-1.6;-14.1;0.1;8.0;1.9;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;5.5;4.6;3.9;72.8;1002.4;1015.9;0.0;0.1;30;5;32;19
2004-02-01;2.0;7.1;-0.2;4.1;-1.2;0.6;4.0;0.0;0.0;7.6;0.0;0.0;0.0;0.0;0.0;0.0;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.0;6.4;6.0;72.9;995.3;1008.4;0.6;0.0;19;6;30;36
2004-02-02;2.0;5.1;0.5;2.3;-0.2;3.4;0.0;0.0;0.0;11.6;0.0;0.0;0.0;0.5;15.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.9;3.3;6.6;91.8;1002.6;1015.9;3.2;0.2;36;0;19;31
2004-02-03;2.0;5.0;0.4;2.6;0.4;7.2;0.0;0.0;0.0;7.3;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.9;2.4;7.0;94.5;1010.9;1024.3;0.2;7.0;31;1;36;19
2004-02-04;2.0;10.6;3.6;8.4;3.3;12.2;0.0;0.0;0.0;14.4;0.0;0.0;0.0;0.0;11.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;8.0;5.4;10.1;91.6;1006.9;1020.0;1.2;11.0;19;2;31;20
2004-02-05;2.0;13.1;8.8;11.0;8.6;0.6;0.0;0.0;1.3;5.3;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;7.0;8.6;10.5;80.6;999.0;1011.9;0.0;0.6;20;3;19;22
2004-04-02;4.0;6.8;-3.4;1.9;-5.6;0.0;0.0;0.0;12.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;5.5;2.9;42.8;1017.1;1030.7;0.0;0.0;11;4;26;46
2004-04-03;4.0;9.9;-2.9;3.7;-4.6;0.0;0.0;0.0;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.4;6.4;2.9;38.5;1015.9;1029.3;0.0;0.0;46;5;11;35
2004-04-04;4.0;15.4;1.5;7.7;0.3;0.0;0.0;0.0;6.8;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.1;2.9;5.6;51.3;1007.1;1020.2;0.0;0.0;35;6;46;50
2004-04-05;4.0;13.3;8.5;9.7;7.7;6.2;0.0;0.0;5.3;6.3;0.0;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;6.9;2.8;9.0;76.0;998.5;1011.4;1.0;5.2;50;0;35;62
2004-04-06;4.0;13.0;5.4;9.0;5.3;0.0;0.0;0.0;10.0;1.4;0.0;0.0;0.0;0.0;7.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.9;3.3;7.8;70.5;992.1;1004.9;0.0;0.0;62;1;50;20
2004-04-07;4.0;11.5;3.0;7.2;2.2;27.2;0.0;0.0;3.8;11.2;0.0;0.0;0.0;0.0;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;4.0;6.4;2.5;8.4;83.0;990.5;1003.4;19.4;7.8;20;2;62;25
2004-04-08;4.0;7.0;2.7;4.7;3.2;6.8;0.0;0.0;0.0;19.3;0.0;0.0;0.0;0.0;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;7.9;5.4;7.9;91.9;991.1;1004.1;6.4;0.4;25;3;20;39
2004-04-09;4.0;7.6;3.5;5.4;3.5;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;7.3;6.0;7.1;79.6;996.5;1009.6;0.0;0.0;39;4;25;35
2004-04-10;4.0;11.4;4.0;6.9;4.0;0.0;0.0;0.0;6.1;0.0;0.0;0.0;0.0;0.0;8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;5.9;3.0;7.6;77.5;997.4;1010.5;0.0;0.0;35;5;39;23
2004-04-11;4.0;10.7;2.2;6.0;0.7;0.0;0.0;0.0;9.5;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;2.8;6.4;70.1;1002.7;1015.8;0.0;0.0;23;6;35;34
2004-04-12;4.0;12.4;-0.7;7.0;-2.7;0.0;0.0;0.0;12.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;1.5;3.4;6.3;64.0;1007.5;1020.7;0.0;0.0;34;0;23;14
2004-04-13;4.0;12.8;4.9;8.0;3.7;0.0;0.0;0.0;9.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.1;4.0;5.6;53.5;1008.5;1021.6;0.0;0.0;14;1;34;19
2004-04-14;4.0;11.9;0.5;6.6;-2.3;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;3.4;4.5;47.5;1012.3;1025.6;0.0;0.0;19;2;14;38
2004-04-15;4.0;16.1;-0.9;8.7;-4.2;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;2.5;4.7;46.6;1014.2;1027.3;0.0;0.0;38;3;19;44
2004-04-16;4.0;18.2;2.4;11.1;-0.4;0.0;0.0;0.0;11.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.4;2.1;6.4;50.0;1008.2;1021.1;0.0;0.0;44;4;38;39
2004-04-17;4.0;13.5;8.2;10.0;5.5;5.0;0.0;0.0;1.5;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;7.1;4.8;9.1;75.0;999.6;1012.5;0.6;4.4;39;5;44;22
2004-04-18;4.0;12.1;7.2;9.2;7.3;1.4;0.0;0.0;4.6;9.6;0.0;0.0;0.0;0.0;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;4.0;7.3;4.4;9.8;84.4;991.0;1003.9;1.0;0.4;22;6;39;26
2004-04-19;4.0;18.4;7.3;13.0;5.9;0.0;0.0;0.0;11.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;3.8;5.6;9.0;60.3;989.1;1001.8;0.0;0.0;26;0;22;30
2004-04-20;4.0;19.8;6.3;13.0;4.0;0.0;0.0;0.0;12.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.1;3.6;8.8;59.6;995.9;1008.6;0.0;0.0;30;1;26;33
2004-04-21;4.0;20.2;4.6;13.5;1.6;0.0;0.0;0.0;12.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.8;2.4;7.9;53.3;1003.4;1016.2;0.0;0.0;33;2;30;32
2004-04-22;4.0;15.7;8.8;11.8;7.0;0.0;0.0;0.0;7.0;0.3;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3;0.0;0.0;0.0;0.0;0.0;4.0;4.4;2.3;10.6;77.3;1002.6;1015.5;0.0;0.0;32;3;33;30
2004-04-23;4.0;16.4;4.8;10.8;1.4;1.8;0.0;0.0;12.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;4.0;3.8;3.0;8.5;67.6;1003.9;1016.8;0.0;1.8;30;4;32;20
2004-04-24;4.0;12.6;8.1;9.3;8.1;8.8;0.0;0.0;0.0;19.7;0.0;0.0;0.0;0.0;9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;7.6;3.9;10.3;88.6;1003.5;1016.5;5.4;3.4;20;5;30;19
2004-04-25;4.0;14.2;8.2;9.4;8.2;0.2;0.0;0.0;2.5;5.1;0.0;0.0;0.0;0.0;12.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;6.3;4.1;9.8;83.1;1006.5;1019.6;0.2;0.0;19;6;20;20
2004-04-26;4.0;14.0;2.8;8.6;0.7;0.0;0.0;0.0;9.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.5;6.4;59.9;1010.9;1024.1;0.0;0.0;20;0;19;37
2004-04-27;4.0;14.5;3.4;9.5;-0.5;0.0;0.0;0.0;13.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.3;5.3;46.4;1008.1;1021.2;0.0;0.0;37;1;20;29
2004-04-28;4.0;15.6;2.9;9.6;0.2;0.0;0.0;0.0;9.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;4.0;4.6;2.5;5.5;47.1;1004.0;1017.0;0.0;0.0;29;2;37;28
2004-04-29;4.0;16.4;2.6;10.7;-0.2;0.0;0.0;0.0;13.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;4.0;1.1;2.9;6.1;50.1;1001.5;1014.4;0.0;0.0;28;3;29;23
2004-04-30;4.0;17.7;4.5;11.8;0.1;0.0;0.0;0.0;13.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.4;4.5;5.9;45.0;1001.2;1014.0;0.0;0.0;23;4;28;25
2004-05-01;5.0;20.2;4.5;13.9;1.1;0.2;0.0;0.0;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2.8;5.4;6.3;41.6;998.9;1011.7;0.0;0.2;25;5;23;22
2004-05-02;5.0;22.9;10.4;15.6;10.1;13.2;0.0;0.0;7.2;4.5;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.9;3.6;11.4;64.6;993.6;1006.2;9.2;4.0;22;6;25;18
2004-05-03;5.0;18.6;9.2;14.0;7.2;1.4;0.0;0.0;7.5;2.2;0.0;0.0;0.0;0.6;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.9;2.6;13.6;86.0;993.9;1006.6;1.4;0.0;18;0;22;30
2004-05-04;5.0;24.0;7.7;16.6;7.0;0.0;0.0;0.0;11.8;0.0;0.0;0.0;0.0;0.5;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.1;4.4;12.3;68.8;990.3;1002.8;0.0;0.0;30;1;18;24
2004-05-05;5.0;21.4;13.8;17.1;10.5;0.0;0.0;0.0;11.5;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;5.3;5.9;13.0;67.3;985.4;997.8;0.0;0.0;24;2;30;16
2004-05-06;5.0;21.2;11.2;15.4;10.4;0.0;0.0;0.0;11.4;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;5.0;4.4;6.6;13.0;75.6;984.3;996.8;0.0;0.0;16;3;24;14
2004-05-07;5.0;18.2;12.5;14.2;12.6;2.4;0.0;0.0;6.2;5.7;0.0;0.0;0.0;0.0;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;7.1;2.9;14.0;86.9;983.4;995.9;0.4;2.0;14;4;16;14
2004-05-08;5.0;14.0;9.6;11.1;9.8;0.2;0.0;0.0;0.2;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;7.0;3.8;9.6;73.0;988.2;1000.9;0.2;0.0;14;5;14;11
2004-05-09;5.0;15.6;8.6;12.0;7.7;2.0;0.0;0.0;9.6;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;6.0;4.4;9.7;69.5;988.2;1000.8;1.4;0.6;11;6;14;18
2004-05-10;5.0;17.7;8.7;11.4;8.0;10.8;0.0;0.0;5.2;10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;6.5;4.8;11.3;84.4;989.5;1002.2;8.4;2.4;18;0;11;14
2004-05-11;5.0;19.4;7.3;13.1;5.4;1.6;0.0;0.0;10.3;1.7;0.0;0.0;0.0;0.0;4.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.6;2.9;11.9;80.4;997.0;1009.7;1.6;0.0;14;1;18;19
2004-05-12;5.0;16.6;9.6;11.6;9.8;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.4;3.1;9.4;70.0;1000.7;1013.6;0.0;0.0;19;2;14;17
2004-05-13;5.0;13.4;7.2;8.8;5.5;4.0;0.0;0.0;3.8;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;5.0;6.8;3.5;9.1;81.1;1000.3;1013.3;4.0;0.0;17;3;19;22
2004-05-14;5.0;13.3;1.1;7.8;0.1;0.0;0.0;0.0;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;5.0;2.8;2.9;6.1;61.1;1008.4;1021.5;0.0;0.0;22;4;17;14
2004-05-15;5.0;13.2;1.2;8.1;-0.6;6.0;0.0;0.0;4.5;9.7;0.0;0.0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;5.0;5.9;3.9;8.7;80.6;1004.9;1017.9;3.2;2.8;14;5;22;10
2004-05-16;5.0;14.8;6.5;9.9;6.3;0.2;0.0;0.0;8.5;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.6;4.4;8.5;71.4;1006.0;1019.0;0.2;0.0;10;6;14;15
2004-05-17;5.0;15.6;4.3;10.9;0.6;0.0;0.0;0.0;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.8;0.0;0.0;0.0;0.0;0.0;5.0;3.6;2.4;8.6;68.1;1009.2;1022.2;0.0;0.0;15;0;10;10
2004-05-18;5.0;19.1;2.7;12.2;0.5;0.0;0.0;0.0;10.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.5;3.4;10.5;74.0;1005.7;1018.6;0.0;0.0;10;1;15;5
2004-05-19;5.0;17.8;8.0;13.6;7.3;0.2;0.0;0.0;10.7;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.6;6.6;9.3;60.6;1002.1;1014.8;0.0;0.2;5;2;10;7
2004-05-20;5.0;16.2;9.0;12.0;9.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;4.4;6.5;8.6;62.4;1001.1;1013.9;0.0;0.0;7;3;5;12
2004-05-21;5.0;16.1;3.4;10.5;1.3;6.0;0.0;0.0;5.9;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.8;2.1;8.3;67.1;1001.4;1014.3;0.0;6.0;12;4;7;14
2004-05-22;5.0;13.8;7.4;9.1;7.3;0.0;0.0;0.0;9.3;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;5.9;4.3;7.8;68.3;1001.1;1014.1;0.0;0.0;14;5;12;19
2004-05-23;5.0;12.2;1.6;6.7;-0.3;7.0;0.0;0.0;6.7;4.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;5.0;5.0;2.5;7.6;78.6;1000.8;1013.9;6.8;0.2;19;6;14;18
2004-05-24;5.0;14.0;3.0;8.9;2.8;0.0;0.0;0.0;12.6;0.4;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.9;0.0;0.0;0.0;0.0;0.0;5.0;4.8;5.9;7.3;66.9;1002.1;1015.1;0.0;0.0;18;0;19;15
2004-05-25;5.0;14.1;5.9;9.9;5.7;0.6;0.0;0.0;8.8;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;5.0;4.6;4.6;9.1;75.3;1002.7;1015.6;0.6;0.0;15;1;18;20
2004-05-26;5.0;15.3;6.6;11.1;5.9;0.0;0.0;0.0;8.3;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;6.1;3.4;8.7;66.9;1002.8;1015.7;0.0;0.0;20;2;15;16
2004-05-27;5.0;14.2;5.5;9.6;3.8;2.2;0.0;0.0;11.1;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;6.0;0.0;0.0;0.0;0.0;0.0;5.0;3.8;2.8;9.1;76.9;1006.1;1019.1;2.2;0.0;16;3;20;30
2004-05-28;5.0;17.3;4.1;11.6;1.7;0.0;0.0;0.0;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.1;1.6;8.9;68.1;1011.9;1024.9;0.0;0.0;30;4;16;14
2004-05-29;5.0;20.4;5.9;13.5;3.0;0.0;0.0;0.0;12.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;0.0;5.0;3.0;1.9;8.7;59.0;1012.9;1025.9;0.0;0.0;14;5;30;13
2004-05-30;5.0;22.4;6.0;15.4;1.9;0.0;0.0;0.0;14.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;2.0;2.3;8.8;55.1;1011.2;1024.0;0.0;0.0;13;6;14;17
2004-05-31;5.0;22.2;9.8;16.2;8.2;0.0;0.0;0.0;14.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;1.4;3.5;10.3;58.0;1008.3;1021.1;0.0;0.0;17;0;13;13
2004-06-01;6.0;20.6;8.9;15.4;8.1;0.0;0.0;0.0;15.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;2.8;4.5;7.9;46.5;1007.6;1020.4;0.0;0.0;13;1;17;13
2004-06-02;6.0;22.0;8.8;16.4;6.3;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.4;4.1;7.8;43.1;1006.7;1019.4;0.0;0.0;13;2;13;16
2004-06-03;6.0;21.5;9.0;16.3;6.7;0.0;0.0;0.0;14.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.9;4.5;8.4;46.9;1009.3;1022.1;0.0;0.0;16;3;13;20
2004-06-04;6.0;23.2;10.5;17.6;6.5;0.0;0.0;0.0;14.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.9;3.0;8.8;45.1;1006.1;1018.8;0.0;0.0;20;4;16;16
2004-06-05;6.0;20.8;11.7;16.3;9.9;9.8;0.0;0.0;10.8;2.8;0.0;0.0;0.0;0.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.3;3.0;13.6;74.4;1000.0;1012.6;0.0;9.8;16;5;20;20
2004-06-06;6.0;21.4;12.2;16.8;11.5;0.0;0.0;0.0;10.9;0.0;0.0;0.0;0.0;0.6;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;5.3;3.0;14.5;77.5;1002.5;1015.1;0.0;0.0;20;6;16;22
2004-06-07;6.0;20.7;10.5;16.4;7.8;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.1;3.1;13.4;72.6;1006.8;1019.5;0.0;0.0;22;0;20;10
2004-06-08;6.0;24.1;11.0;17.7;9.5;2.2;0.0;0.0;11.7;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.3;3.7;0.0;0.0;0.0;0.0;0.0;6.0;4.3;5.0;13.4;67.1;1004.2;1016.9;2.2;0.0;10;1;22;14
2004-06-09;6.0;18.9;8.1;12.5;7.2;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;6.0;3.4;3.4;8.2;58.5;1009.3;1022.2;0.0;0.0;14;2;10;16
