;Miesiąc;Maksymalna temperatura dobowa;Minimalna temperatura dobowa;Średnia temperatura dobowa;Temperatura minimalna przy gruncie;Suma dobowa opadu;Wysokość pokrywy śnieżnej;Równoważnik wodny śniegu;Usłonecznienie;Czas trwania opadu deszczu;Czas trwania opadu śniegu;Czas trwania opadu deszczu ze śniegiem;Czas trwania gradu;Czas trwania mgły;Czas trwania zamglenia;Czas trwania sadzi;Czas trwania gołoledzi;Czas trwania zamieci śnieżnej niskiej;Czas trwania zamieci śnieżnej wysokiej;Czas trwania zmętnienia;Czas trwania wiatru >=10m/s;Czas trwania wiatru >15m/s;Czas trwania burzy;Czas trwania rosy;Czas trwania szronu;Wystąpienie pokrywy śnieżnej;Izoterma dolna;Izoterma górna;Aktynometria;Miesiąc;Średnie dobowe zachmurzenie ogólne;Średnia dobowa prędkość wiatru;Średnia dobowe ciśnienie pary wodnej;Średnia dobowa wilgotność względna;Średnia dobowe ciśnienie na poziomie stacji;Średnie dobowe ciśnienie na pozimie morza;Suma opadu dzień;Suma opadu noc;PM10;Dzień tygodnia;PM10_prev;PM10_next
2009-11-25;11.0;12.1;7.4;9.1;6.1;0.2;0.0;0.0;0.0;2.2;0.0;0.0;0.0;0.0;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;5.0;1.9;9.8;84.6;997.6;1010.5;0.2;0.0;22.1;2;44.3;28.2
2009-11-26;11.0;11.7;3.1;6.1;0.1;0.0;0.0;0.0;1.3;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;11.0;3.3;1.4;8.0;85.4;997.6;1010.7;0.0;0.0;28.2;3;22.1;43.6
2009-11-27;11.0;10.5;2.2;6.4;-1.4;0.0;0.0;0.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;11.0;4.4;1.9;7.6;80.0;996.7;1009.8;0.0;0.0;43.6;4;28.2;40.3
2009-11-28;11.0;9.0;2.7;5.1;-0.6;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;0.0;11.0;4.1;1.9;7.1;81.0;997.1;1010.3;0.0;0.0;40.3;5;43.6;45
2009-11-29;11.0;9.9;2.2;5.4;-0.5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;11.0;4.0;2.4;6.9;78.1;995.8;1008.9;0.0;0.0;45;6;40.3;33.7
2009-11-30;11.0;9.5;1.5;6.0;-1.5;0.0;0.0;0.0;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;11.0;5.9;4.5;7.4;80.4;992.5;1005.5;0.0;0.0;33.7;0;45;45.2
2009-12-01;12.0;12.8;7.9;10.3;6.2;0.2;0.0;0.0;1.5;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;6.6;3.3;8.4;67.3;991.4;1004.2;0.0;0.2;45.2;1;33.7;39
2009-12-02;12.0;9.2;4.1;5.6;3.3;0.0;0.0;0.0;0.1;2.2;0.0;0.0;0.0;0.0;2.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;12.0;6.3;2.1;7.7;84.3;999.0;1012.1;0.0;0.0;39;2;45.2;71.6
2009-12-03;12.0;4.7;-3.8;1.1;-5.7;0.0;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8;0.0;0.0;0.0;0.0;12.0;4.5;2.3;6.0;90.9;1002.7;1016.1;0.0;0.0;71.6;3;39;40.1
2009-12-04;12.0;7.1;1.1;5.5;-1.4;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;23.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.9;3.1;8.4;92.9;999.8;1012.9;0.0;0.0;40.1;4;71.6;27.1
2009-12-05;12.0;6.4;1.4;2.3;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.0;2.3;5.9;80.8;1003.6;1017.0;0.0;0.0;27.1;5;40.1;34.2
2009-12-06;12.0;4.0;1.4;3.0;1.7;6.0;0.0;0.0;0.0;11.5;0.0;0.0;0.0;0.0;22.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.8;2.9;6.8;89.1;1003.3;1016.7;0.6;5.4;34.2;6;27.1;57.4
2009-12-07;12.0;7.9;2.9;5.7;2.6;5.4;0.0;0.0;0.0;15.8;0.0;0.0;0.0;0.0;17.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.9;2.4;8.6;93.6;999.7;1012.8;5.4;0.0;57.4;0;34.2;37.1
2009-12-08;12.0;7.0;2.4;4.9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;9.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.3;2.5;7.7;89.3;1002.4;1015.6;0.0;0.0;37.1;1;57.4;34.8
2009-12-09;12.0;5.4;4.3;4.7;4.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;15.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.6;2.3;7.8;91.4;1007.9;1021.2;0.0;0.0;34.8;2;37.1;18.4
2009-12-10;12.0;4.8;2.7;3.4;2.1;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.3;1.6;7.1;90.6;1011.0;1024.4;0.0;0.0;18.4;3;34.8;11.5
2009-12-11;12.0;3.2;1.0;2.2;0.8;0.0;0.0;0.0;0.0;0.1;5.9;0.0;0.0;0.0;11.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;8.0;3.4;6.4;89.5;1009.2;1022.7;0.0;0.0;11.5;4;18.4;18.5
2009-12-12;12.0;1.0;-3.4;-2.1;-3.4;0.0;0.0;0.0;0.7;0.0;0.6;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.6;4.4;4.2;79.6;1012.1;1025.8;0.0;0.0;18.5;5;11.5;29.1
2009-12-13;12.0;-2.4;-4.2;-3.5;-3.8;0.4;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.0;2.4;3.6;77.1;1010.5;1024.2;0.0;0.4;29.1;6;18.5;36.6
2009-12-14;12.0;-0.8;-3.5;-2.0;-3.8;0.8;0.0;0.0;0.0;0.0;12.1;0.0;0.0;0.0;6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.6;2.8;4.6;87.5;1006.3;1020.0;0.8;0.0;36.6;0;29.1;46.5
2009-12-15;12.0;-1.6;-5.3;-3.7;-5.4;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;7.9;3.0;3.8;82.3;1008.1;1021.8;0.0;0.0;46.5;1;36.6;53.3
2009-12-16;12.0;-5.3;-8.9;-7.2;-8.7;1.2;1.0;0.0;0.0;0.0;13.8;0.0;0.0;0.0;4.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;8.0;5.0;2.9;80.9;1002.6;1016.4;0.0;1.2;53.3;2;46.5;48.1
2009-12-17;12.0;-8.9;-12.3;-11.5;-11.7;1.4;4.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;24.0;0.0;0.0;16.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;8.0;5.5;2.2;87.4;997.4;1011.4;0.8;0.6;48.1;3;53.3;34.4
2009-12-18;12.0;-12.2;-14.3;-13.2;-14.5;0.1;10.0;1.0;2.9;0.0;12.7;0.0;0.0;0.0;2.8;0.0;0.0;6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;7.0;5.8;1.8;80.4;998.9;1012.9;0.0;0.1;34.4;4;48.1;57.4
2009-12-19;12.0;-12.2;-16.5;-13.9;-19.9;0.0;10.0;1.2;1.9;0.0;7.7;0.0;0.0;0.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;5.9;3.5;1.7;80.6;996.7;1010.8;0.0;0.0;57.4;5;34.4;104.3
2009-12-20;12.0;-12.7;-18.1;-14.7;-21.1;0.1;10.0;1.2;0.0;0.0;5.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;7.4;0.8;1.7;85.3;992.9;1007.0;0.0;0.1;104.3;6;57.4;97.3
2009-12-21;12.0;-2.7;-18.2;-9.4;-22.0;1.4;10.0;1.2;0.0;0.0;12.8;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;7.3;1.8;2.8;84.8;991.8;1005.6;1.4;0.0;97.3;0;104.3;75.3
2009-12-22;12.0;2.8;-12.5;-4.1;-15.8;3.2;12.0;1.1;1.1;1.0;0.0;0.0;0.0;0.0;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;4.9;3.8;3.9;80.3;988.8;1002.3;0.0;3.2;75.3;1;97.3;31.7
2009-12-23;12.0;4.2;0.9;2.4;-0.7;9.6;11.0;1.9;0.0;11.4;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;7.1;4.3;6.6;90.6;983.5;996.5;9.6;0.0;31.7;2;75.3;29.1
2009-12-24;12.0;1.5;0.4;1.1;-0.3;4.8;0.0;0.0;0.0;1.8;0.0;3.1;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;8.0;4.9;6.2;93.0;993.7;1006.9;0.0;4.8;29.1;3;31.7;31.9
2009-12-25;12.0;10.2;1.5;7.2;0.8;4.2;0.0;0.0;0.0;5.5;0.0;0.0;0.0;0.0;9.1;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;7.3;4.8;9.1;88.6;980.1;992.9;4.2;0.0;31.9;4;29.1;17.2
2009-12-26;12.0;10.0;3.6;5.1;2.3;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;6.5;4.8;5.8;65.6;988.7;1001.7;0.0;0.0;17.2;5;31.9;39.6
2009-12-27;12.0;5.5;-2.2;0.3;-4.5;0.0;0.0;0.0;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5;0.0;0.0;0.0;0.0;12.0;4.8;1.3;5.1;82.3;994.4;1007.8;0.0;0.0;39.6;6;17.2;73.9
2009-12-28;12.0;0.5;-3.2;-0.9;-5.0;4.8;0.0;0.0;0.0;0.0;13.7;0.0;0.0;0.0;17.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;12.0;7.9;1.6;5.4;93.9;987.9;1001.2;3.8;1.0;73.9;0;39.6;39.3
2009-12-29;12.0;1.0;-1.6;-0.4;-3.4;0.0;6.0;1.2;3.2;0.0;1.6;0.0;0.0;0.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;0.0;12.0;5.5;5.5;5.1;86.0;992.8;1006.1;0.0;0.0;39.3;1;73.9;57.6
2009-12-30;12.0;-1.2;-9.0;-4.4;-12.2;0.0;4.0;0.0;1.3;0.0;4.0;0.0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;0.0;12.0;5.4;3.4;4.0;89.4;989.7;1003.2;0.0;0.0;57.6;2;39.3;26.2
2009-12-31;12.0;-2.7;-5.8;-3.7;-7.2;1.2;4.0;0.0;0.0;0.0;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;6.8;4.3;3.9;83.9;987.1;1000.5;0.0;1.2;26.2;3;57.6;28
2010-01-01;1.0;-3.1;-4.1;-3.5;-4.3;1.6;6.0;1.6;0.0;0.0;19.2;0.0;0.0;0.0;14.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;3.9;4.3;91.3;983.3;996.7;1.2;0.4;28;4;26.2;25
2010-01-02;1.0;-3.1;-3.7;-3.5;-4.0;0.8;9.0;1.7;0.0;0.0;17.4;0.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;3.3;4.3;90.0;992.2;1005.7;0.6;0.2;25;5;28;22
2010-01-03;1.0;-3.5;-12.1;-8.8;-16.2;0.2;10.0;1.6;0.0;0.0;11.7;0.0;0.0;0.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;6.1;3.8;2.8;85.6;1003.6;1017.5;0.2;0.0;22;6;25;61
2010-01-04;1.0;-5.5;-19.2;-11.5;-21.8;0.1;11.0;1.5;0.1;0.0;6.5;0.0;0.0;0.0;15.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;5.3;1.0;2.4;88.8;1004.7;1018.8;0.1;0.0;61;0;22;83
2010-01-05;1.0;-4.2;-11.1;-7.5;-15.2;0.0;12.0;1.6;3.0;0.0;4.3;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;4.9;2.1;3.0;86.6;1000.5;1014.3;0.0;0.0;83;1;61;62
2010-01-06;1.0;-5.0;-14.0;-7.5;-16.6;2.0;12.0;1.4;0.0;0.0;7.7;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;0.0;1.0;6.9;4.3;3.2;90.5;993.0;1006.7;1.8;0.2;62;2;83;78
2010-01-07;1.0;-4.9;-6.5;-5.7;-8.7;0.0;19.0;1.3;0.0;0.0;1.8;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.6;1.9;3.6;88.9;997.0;1010.7;0.0;0.0;78;3;62;48
2010-01-08;1.0;-4.5;-10.6;-6.0;-14.9;3.8;18.0;1.2;0.0;0.0;9.4;0.0;0.0;0.0;24.0;0.0;0.0;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.5;2.4;3.4;86.4;1008.2;1022.1;0.1;3.7;48;4;78;59
2010-01-09;1.0;-2.7;-6.0;-3.5;-6.3;4.6;26.0;1.1;0.0;5.7;14.9;0.0;0.5;0.0;20.4;0.0;8.6;11.7;3.8;0.0;0.8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;7.8;4.3;91.0;1003.5;1017.2;3.6;1.0;59;5;48;27
2010-01-10;1.0;-2.5;-3.7;-3.1;-3.9;5.2;29.0;1.8;0.0;5.1;12.3;0.1;0.0;0.0;15.8;0.0;10.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;5.8;4.5;93.0;1000.3;1013.9;2.9;2.3;27;6;59;19
2010-01-11;1.0;-2.1;-3.2;-2.9;-3.6;0.8;37.0;1.8;0.0;0.0;7.0;0.0;0.0;0.0;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;8.0;3.0;4.5;91.9;1002.9;1016.5;0.0;0.8;19;0;27;43
2010-01-12;1.0;-2.6;-4.0;-3.3;-4.5;0.6;36.0;1.7;0.0;0.0;13.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.8;2.9;4.4;90.5;1006.7;1020.4;0.6;0.0;43;1;19;54
2010-01-13;1.0;-2.9;-10.2;-6.4;-13.5;0.0;36.0;2.0;2.5;0.0;0.2;0.0;0.0;0.0;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;3.5;3.5;89.9;1006.4;1020.2;0.0;0.0;54;2;43;49
2010-01-14;1.0;-7.0;-15.9;-11.4;-20.0;0.0;36.0;2.0;3.4;0.0;0.6;0.0;0.0;0.0;11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.6;3.1;2.4;87.6;1008.1;1022.2;0.0;0.0;49;3;54;42
2010-01-22;1.0;-9.0;-14.5;-12.1;-16.1;0.0;30.0;2.0;7.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.4;4.5;1.6;63.9;1022.0;1036.3;0.0;0.0;43;4;23;53
2010-01-23;1.0;-13.3;-19.0;-17.0;-20.0;0.0;30.0;2.2;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.1;4.0;1.2;72.1;1023.7;1038.4;0.0;0.0;53;5;43;110
2010-01-24;1.0;-12.0;-22.1;-17.9;-25.2;0.0;30.0;2.4;7.2;0.0;0.0;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.5;1.1;73.4;1025.4;1040.1;0.0;0.0;110;6;53;111
2010-01-25;1.0;-14.3;-23.3;-19.3;-26.6;0.0;29.0;2.5;6.1;0.0;0.0;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;3.6;0.0;0.0;0.0;0.0;9.5;1.0;0.0;0.0;0.0;1.0;3.4;2.0;1.0;76.6;1026.5;1041.3;0.0;0.0;111;0;110;142
2010-01-26;1.0;-13.2;-23.4;-18.5;-25.6;0.1;28.0;2.5;5.7;0.0;0.1;0.0;0.0;0.0;19.5;0.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;9.0;1.0;0.0;0.0;0.0;1.0;1.9;1.4;1.1;76.3;1025.7;1040.5;0.0;0.1;142;1;111;110
2010-01-27;1.0;-9.6;-19.4;-11.6;-22.1;2.7;28.0;2.4;0.0;0.0;16.6;0.0;0.0;0.0;22.3;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.6;3.0;2.0;79.9;1011.3;1025.5;0.2;2.5;110;2;142;45
2010-01-28;1.0;0.2;-11.3;-4.0;-12.3;1.3;35.0;2.3;0.0;0.0;15.5;0.0;0.0;0.0;7.7;0.0;0.0;23.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.5;4.6;3.9;82.8;978.7;992.0;1.1;0.2;45;3;110;19
2010-01-29;1.0;0.2;-1.9;-1.1;-3.8;0.4;38.0;2.2;1.0;0.0;11.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;7.0;3.1;4.5;79.9;976.8;989.9;0.1;0.3;19;4;45;46
2010-01-30;1.0;1.8;-4.0;-1.7;-7.6;0.4;39.0;2.0;0.8;0.0;7.6;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.8;4.1;4.2;78.0;975.9;989.1;0.4;0.0;46;5;19;37
2010-01-31;1.0;-1.2;-7.5;-5.4;-9.1;0.0;35.0;2.2;5.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;6.6;2.6;3.3;79.8;989.8;1003.3;0.0;0.0;37;6;46;100
2010-02-01;2.0;-2.4;-12.3;-7.0;-13.2;1.8;34.0;2.2;1.4;0.0;9.7;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.9;2.0;3.4;88.9;993.0;1006.7;0.0;1.8;100;0;37;59
2010-02-02;2.0;-0.8;-5.6;-2.7;-11.3;0.2;35.0;2.3;1.8;0.0;7.5;0.0;0.0;0.0;17.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;6.3;2.4;4.4;86.9;997.7;1011.2;0.1;0.1;59;1;100;51
2010-02-03;2.0;0.5;-5.5;-3.5;-9.5;2.5;35.0;2.3;0.0;0.0;7.6;0.0;0.0;0.0;8.6;0.0;0.0;4.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;6.5;3.0;4.1;85.6;994.0;1007.5;2.5;0.0;51;2;59;66
2010-02-04;2.0;2.6;-5.1;-2.1;-11.3;0.0;37.0;2.4;6.0;0.0;0.0;0.0;0.0;0.0;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;4.6;1.4;4.2;81.4;1008.1;1021.7;0.0;0.0;66;3;51;72
2010-02-05;2.0;0.1;-7.8;-4.0;-11.7;0.0;34.0;2.5;8.0;0.0;0.0;0.0;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.4;5.6;3.6;78.1;1011.0;1024.7;0.0;0.0;72;4;66;56
2010-02-06;2.0;-3.9;-7.7;-5.4;-9.8;0.0;32.0;2.4;0.2;0.0;0.5;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.5;7.1;3.3;81.1;1008.9;1022.7;0.0;0.0;56;5;72;34
2010-02-07;2.0;-5.5;-9.4;-7.6;-10.8;0.2;30.0;2.5;3.8;0.0;5.6;0.0;0.0;0.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;6.8;3.8;2.6;75.8;1008.7;1022.6;0.0;0.2;34;6;56;61
2010-02-08;2.0;-5.8;-8.4;-7.4;-8.9;0.5;31.0;2.5;0.0;0.0;16.5;0.0;0.0;0.0;17.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.6;1.0;2.9;83.5;1002.7;1016.5;0.0;0.5;61;0;34;103
2010-02-09;2.0;-5.6;-8.1;-7.3;-10.0;0.0;31.0;2.4;0.0;0.0;8.9;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.5;0.6;2.8;79.5;998.5;1012.3;0.0;0.0;103;1;61;84
2010-02-10;2.0;-3.0;-9.1;-5.8;-13.8;0.0;30.0;2.5;1.7;0.0;2.4;0.0;0.0;0.0;9.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.1;4.5;3.1;77.0;998.6;1012.3;0.0;0.0;84;2;103;36
2010-02-11;2.0;-0.3;-6.3;-2.7;-8.7;6.4;29.0;2.5;0.0;0.0;17.6;0.0;0.0;0.0;17.5;0.0;0.0;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.9;5.6;4.6;90.0;995.3;1008.8;5.4;1.0;36;3;84;39
2010-02-12;2.0;0.4;-3.0;-1.8;-3.4;1.2;38.0;2.7;0.0;0.0;18.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;8.0;3.8;4.9;91.0;996.5;1009.9;1.2;0.0;39;4;36;33
2010-02-13;2.0;-1.7;-3.8;-2.2;-6.8;0.8;40.0;2.6;0.0;0.0;3.7;0.0;0.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;8.0;3.1;4.7;89.3;998.4;1011.9;0.0;0.8;33;5;39;19
2010-02-14;2.0;-2.4;-4.2;-3.6;-4.3;9.5;42.0;2.7;0.0;0.0;22.1;0.0;0.0;0.0;23.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;8.0;4.8;4.2;90.4;997.2;1010.7;4.9;4.6;19;6;33;20
2010-02-15;2.0;-3.5;-5.7;-4.6;-6.7;1.9;50.0;2.6;0.0;0.0;22.0;0.0;0.0;0.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;8.0;2.4;3.7;85.8;996.5;1010.1;0.5;1.4;20;0;19;66
2010-02-16;2.0;-1.8;-5.7;-4.2;-13.0;0.1;53.0;2.7;0.0;0.0;14.6;0.0;0.0;0.0;17.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;7.6;0.1;3.9;87.0;996.6;1010.1;0.1;0.0;66;1;20;40
