;PM10;Miesiąc;Maksymalna temperatura dobowa;Minimalna temperatura dobowa;Średnia temperatura dobowa;Temperatura minimalna przy gruncie;Suma dobowa opadu;Rodzaj opadu;Wysokość pokrywy śnieżnej;Równoważnik wodny śniegu;Usłonecznienie;Czas trwania opadu deszczu;Czas trwania opadu śniegu;Czas trwania opadu deszczu ze śniegiem;Czas trwania gradu;Czas trwania mgły;Czas trwania zamglenia;Czas trwania sadzi;Czas trwania gołoledzi;Czas trwania zamieci śnieżnej niskiej;Czas trwania zamieci śnieżnej wysokiej;Czas trwania zmętnienia;Czas trwania wiatru >=10m/s;Czas trwania wiatru >15m/s;Czas trwania burzy;Czas trwania rosy;Czas trwania szronu;Wystąpienie pokrywy śnieżnej;Wystąpienie błyskawicy;Stan gruntu Z/R;Izoterma dolna;Izoterma górna;Aktynometria;Miesiąc.1;Średnie dobowe zachmurzenie ogólne;Średnia dobowa prędkość wiatru;Średnia dobowa temperatura;Średnia dobowe ciśnienie pary wodnej;Średnia dobowa wilgotność względna;Średnia dobowe ciśnienie na poziomie stacji;Średnie dobowe ciśnienie na pozimie morza;Suma opadu dzień;Suma opadu noc;Weekday
2016-03-03;36,65;3.0;8.5;0.8;4.0;-0.4;0.0;;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;7.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;6.5;3.4;4.0;6.7;82.6;991.1;1004.1;0.0;0.0;3.0
2016-03-04;23,04;3.0;4.9;1.3;2.3;-0.6;0.0;W;0.0;0.0;0.0;6.7;0.0;0.0;0.0;0.0;14.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;7.9;2.9;2.3;6.7;92.0;993.5;1006.6;0.0;0.0;4.0
2016-03-05;19,05;3.0;5.8;1.2;2.8;1.1;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;6.8;4.0;2.8;6.7;90.3;991.5;1004.6;0.0;0.0;5.0
2016-03-06;27,58;3.0;9.4;1.4;5.8;-0.5;1.2;W;0.0;0.0;0.1;5.7;0.0;0.0;0.0;0.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;5.9;3.1;5.8;7.9;84.9;987.5;1000.4;1.2;0.0;6.0
2016-03-07;14,33;3.0;8.2;-1.8;3.8;-5.8;0.0;W;0.0;0.0;2.3;0.4;0.0;0.0;0.0;0.0;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Z;1.0;0.0;0.0;3.0;5.3;2.3;3.8;6.4;81.4;993.4;1006.5;0.0;0.0;0.0
2016-03-08;17,96;3.0;6.9;2.6;4.8;2.1;0.0;W;0.0;0.0;0.5;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;7.3;3.4;4.8;7.0;81.1;997.3;1010.4;0.0;0.0;1.0
2016-03-09;35,01;3.0;7.4;-2.9;3.8;-5.5;0.0;;0.0;0.0;1.7;0.0;0.0;0.0;0.0;1.7;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;Z;1.0;0.0;0.0;3.0;5.5;3.5;3.8;6.4;80.6;1004.8;1018.1;0.0;0.0;2.0
2016-03-10;24,67;3.0;6.9;3.5;4.8;3.3;1.4;W;0.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;7.5;4.5;4.8;7.1;82.5;1006.8;1020.0;0.0;1.4;3.0
2016-03-11;12,34;3.0;6.1;4.5;5.2;4.2;0.8;W;0.0;0.0;0.0;9.9;0.0;0.0;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;8.0;4.0;5.2;8.3;93.5;1010.7;1023.9;0.8;0.0;4.0
2016-03-12;11,61;3.0;5.6;3.3;4.1;3.3;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;8.0;4.1;4.1;7.6;92.3;1014.8;1028.1;0.0;0.0;5.0
2016-03-13;20,14;3.0;7.3;1.3;4.1;1.7;0.0;;0.0;0.0;7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;4.0;4.6;4.1;5.4;66.8;1019.7;1033.1;0.0;0.0;6.0
2016-03-14;45;3.0;6.7;-2.0;1.6;-4.3;4.9;S;0.0;0.0;5.1;0.4;4.6;0.9;0.0;0.0;8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Z;1.0;0.0;0.0;3.0;4.9;3.6;1.6;5.3;78.0;1016.5;1029.9;0.2;4.7;0.0
2016-03-15;17,78;3.0;4.2;0.1;2.3;0.0;0.0;;3.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;R;0.0;0.0;0.0;3.0;7.3;4.9;2.3;6.0;84.1;1011.7;1025.0;0.0;0.0;1.0
2016-03-16;25,22;3.0;8.3;0.2;3.7;-1.4;0.0;;0.0;0.0;7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;3.4;2.5;3.7;5.1;66.4;1019.9;1033.3;0.0;0.0;2.0
2016-03-17;41,73;3.0;10.7;-0.3;4.7;-3.3;0.0;;0.0;0.0;7.5;0.0;0.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;4.1;4.8;4.7;6.5;76.4;1012.1;1025.4;0.0;0.0;3.0
2016-03-18;31,03;3.0;7.8;2.6;4.7;1.8;0.0;;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;2.1;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;6.1;6.5;4.7;6.2;71.5;1000.1;1013.2;0.0;0.0;4.0
2016-03-19;14,52;3.0;5.1;-3.2;1.5;-5.6;0.0;S;0.0;0.0;1.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1.0;0.0;0.0;3.0;6.9;5.4;1.5;4.0;58.3;1003.6;1016.9;0.0;0.0;5.0
2016-03-20;34,66;3.0;6.3;3.4;4.3;3.1;0.0;W;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;6.8;4.8;4.3;6.5;77.8;997.9;1011.0;0.0;0.0;6.0
2016-03-21;29,39;3.0;10.4;2.6;5.7;2.4;1.5;W;0.0;0.0;6.2;2.4;0.0;0.0;0.0;0.0;4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;6.4;4.6;5.7;6.5;73.3;996.2;1009.3;0.0;1.5;0.0
2016-03-22;20,32;3.0;7.0;2.5;4.2;1.2;1.2;W;0.0;0.0;0.6;4.5;0.0;0.0;0.0;0.0;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;6.3;4.0;4.2;6.9;83.3;992.8;1005.8;1.2;0.0;1.0
2016-03-23;18,87;3.0;7.1;-3.5;1.9;-6.3;0.0;;0.0;0.0;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Z;1.0;0.0;0.0;3.0;1.9;3.3;1.9;4.2;62.9;996.4;1009.6;0.0;0.0;2.0
2016-03-24;38,1;3.0;7.2;-3.1;1.6;-6.6;0.0;;0.0;0.0;11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Z;1.0;0.0;0.0;3.0;0.6;2.8;1.6;3.7;55.8;998.8;1012.1;0.0;0.0;3.0
2016-03-25;68,41;3.0;8.1;-3.4;3.5;-6.6;0.3;W;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.5;0.0;0.0;Z;1.0;0.0;0.0;3.0;6.8;1.1;3.5;4.7;62.3;1000.7;1013.9;0.0;0.3;4.0
2016-03-26;59,7;3.0;7.1;2.3;5.0;0.8;5.0;W;0.0;0.0;0.0;6.2;0.0;0.0;0.0;0.0;18.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;7.6;1.3;5.0;7.4;84.4;1002.7;1015.8;5.0;0.0;5.0
2016-03-27;42,46;3.0;11.6;-2.6;5.2;-4.4;0.0;;0.0;0.0;9.3;0.0;0.0;0.0;0.0;6.2;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;1.8;2.5;5.2;5.6;67.0;1004.9;1018.1;0.0;0.0;6.0
2016-03-28;36,17;3.0;15.1;1.0;8.1;-1.3;0.0;W;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;1.9;3.3;8.1;6.2;57.6;998.7;1011.7;0.0;0.0;0.0
2016-03-29;31,39;3.0;12.7;4.2;7.7;1.0;2.0;W;0.0;0.0;2.3;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;3.0;5.3;3.1;7.7;7.4;70.5;994.2;1007.1;2.0;0.0;1.0
2016-03-30;20,87;3.0;13.0;4.0;8.3;3.1;1.1;W;0.0;0.0;5.3;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;5.6;2.8;8.3;7.7;71.6;998.8;1011.7;0.3;0.8;2.0
2016-03-31;31,03;3.0;13.1;5.1;8.9;3.4;5.7;W;0.0;0.0;3.8;2.4;0.0;0.0;0.0;0.0;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;3.0;5.8;2.5;8.9;8.0;71.8;1000.0;1012.9;0.0;5.7;3.0
2016-04-01;47,17;4.0;9.5;3.1;5.5;2.8;2.1;W;0.0;0.0;2.6;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;5.6;5.0;5.5;6.4;72.5;1002.9;1016.0;2.1;0.0;4.0
2016-04-02;19,23;4.0;12.3;-0.9;6.2;-3.2;0.0;;0.0;0.0;12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;R;0.0;0.0;0.0;4.0;2.8;1.8;6.2;5.3;59.4;1013.2;1026.4;0.0;0.0;5.0
2016-04-03;32,3;4.0;16.4;0.7;9.2;-2.2;0.0;;0.0;0.0;11.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;3.9;3.6;9.2;5.4;48.6;1006.9;1019.9;0.0;0.0;6.0
2016-04-04;47,36;4.0;21.1;5.9;13.5;1.4;0.0;;0.0;0.0;10.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;5.6;4.1;13.5;6.8;45.3;998.8;1011.5;0.0;0.0;0.0
2016-04-05;18,14;4.0;23.7;8.7;16.2;6.9;0.0;;0.0;0.0;10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;3.9;3.0;16.2;9.5;52.3;994.3;1006.8;0.0;0.0;1.0
2016-04-06;24,31;4.0;19.0;9.8;12.4;6.3;0.3;W;0.0;0.0;4.5;1.5;0.0;0.0;0.0;0.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.8;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;3.8;3.8;12.4;10.8;75.8;995.5;1008.2;0.3;0.0;2.0
2016-04-07;18,87;4.0;18.4;3.6;12.6;1.2;0.0;W;0.0;0.0;2.6;0.5;0.0;0.0;0.0;0.0;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;5.6;2.0;12.6;8.9;64.9;998.3;1011.0;0.0;0.0;3.0
2016-04-08;19,96;4.0;16.2;7.6;10.4;5.0;0.9;W;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;6.8;3.4;10.4;8.3;66.6;998.0;1010.8;0.0;0.9;4.0
2016-04-09;27,94;4.0;12.1;7.0;9.8;6.7;5.6;W;0.0;0.0;0.0;7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;8.0;6.1;9.8;7.2;59.8;994.8;1007.6;0.0;5.6;5.0
2016-04-10;14,33;4.0;10.8;7.1;8.6;6.4;0.5;W;0.0;0.0;0.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;7.8;4.6;8.6;8.8;79.1;997.4;1010.3;0.5;0.0;6.0
2016-04-11;28,85;4.0;14.6;7.2;10.8;5.5;2.1;W;0.0;0.0;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;5.8;3.9;10.8;8.5;65.5;1001.5;1014.4;0.0;2.1;0.0
2016-04-12;25,76;4.0;16.4;8.7;11.9;8.4;0.0;W;0.0;0.0;1.2;1.5;0.0;0.0;0.0;0.0;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;7.3;1.4;11.9;11.3;81.3;998.9;1011.7;0.0;0.0;1.0
2016-04-13;68,04;4.0;16.8;11.0;12.7;7.8;0.0;;0.0;0.0;4.4;0.0;0.0;0.0;0.0;0.0;15.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;5.3;2.6;12.7;11.3;77.5;994.0;1006.6;0.0;0.0;2.0
2016-04-14;26,49;4.0;13.3;6.7;10.0;3.3;0.0;;0.0;0.0;0.7;0.0;0.0;0.0;0.0;1.0;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;5.6;3.5;10.0;9.1;75.1;993.1;1005.8;0.0;0.0;3.0
2016-04-15;28,49;4.0;14.1;2.3;9.1;-1.1;0.3;W;0.0;0.0;8.3;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;4.6;2.1;9.1;7.0;62.3;996.9;1009.8;0.0;0.3;4.0
2016-04-16;25,4;4.0;18.2;6.5;12.4;4.8;0.5;W;0.0;0.0;7.4;4.3;0.0;0.0;0.0;0.0;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;7.1;2.5;12.4;10.1;72.3;994.5;1007.2;0.5;0.0;5.0
2016-04-17;23,23;4.0;22.3;6.5;13.5;4.6;0.0;W;0.0;0.0;7.8;1.6;0.0;0.0;0.0;0.0;5.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;4.9;3.9;13.5;11.3;75.1;994.2;1006.8;0.0;0.0;6.0
2016-04-18;19,6;4.0;13.1;7.8;10.1;7.4;0.0;;0.0;0.0;6.1;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;5.9;3.8;10.1;6.6;54.3;1003.9;1016.8;0.0;0.0;0.0
2016-04-19;27,04;4.0;12.2;5.2;8.6;3.0;0.0;W;0.0;0.0;0.8;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;6.1;3.8;8.6;6.3;56.6;1004.5;1017.5;0.0;0.0;1.0
2016-04-20;17,24;4.0;12.7;4.1;7.0;3.4;2.4;W;0.0;0.0;4.6;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;3.8;5.4;7.0;6.9;68.8;1007.8;1020.9;2.4;0.0;2.0
2016-04-21;26,31;4.0;14.9;0.4;9.1;-2.5;0.0;;0.0;0.0;12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;1.5;3.9;9.1;6.6;60.1;1008.5;1021.5;0.0;0.0;3.0
2016-04-22;24,86;4.0;13.1;5.2;8.8;3.0;0.0;;0.0;0.0;7.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;3.4;5.1;8.8;5.9;53.6;1000.0;1013.0;0.0;0.0;4.0
2016-04-23;28,67;4.0;14.1;2.6;9.0;-2.7;0.9;W;0.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;6.1;1.9;9.0;5.6;50.8;995.8;1008.6;0.0;0.9;5.0
2016-04-24;14,88;4.0;11.7;3.6;7.1;3.6;0.0;;0.0;0.0;4.1;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;6.4;4.5;7.1;6.2;62.9;992.0;1004.9;0.0;0.0;6.0
2016-04-25;25,95;4.0;9.8;2.1;6.1;-0.6;0.0;W;0.0;0.0;4.4;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;6.4;2.1;6.1;5.6;61.6;994.0;1007.0;0.0;0.0;0.0
2016-04-26;25,4;4.0;13.4;1.0;8.3;0.2;0.3;W;0.0;0.0;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;3.9;2.4;8.3;4.7;46.6;992.0;1004.9;0.0;0.3;1.0
2016-04-27;13,97;4.0;11.4;5.4;6.4;2.9;15.3;W;0.0;0.0;0.0;17.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;7.6;2.1;6.4;7.9;82.3;995.4;1008.3;5.8;9.5;2.0
2016-04-28;18,51;4.0;12.8;3.2;7.5;3.0;0.2;W;0.0;0.0;7.7;1.7;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;5.8;2.8;7.5;6.6;67.4;1002.1;1015.1;0.2;0.0;3.0
2016-04-29;18,14;4.0;14.7;4.2;9.0;2.6;0.0;;0.0;0.0;9.1;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;3.3;2.4;9.0;7.0;63.5;1009.4;1022.5;0.0;0.0;4.0
2016-04-30;22,5;4.0;12.1;4.3;8.7;1.9;0.0;;0.0;0.0;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;4.0;6.4;2.9;8.7;8.3;74.0;1009.6;1022.7;0.0;0.0;5.0
2016-05-01;73,48;5.0;14.6;8.4;10.4;8.1;0.0;;0.0;0.0;3.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;6.5;1.8;10.4;8.9;71.8;1010.0;1023.0;0.0;0.0;6.0
2016-05-02;24,13;5.0;19.0;6.3;12.4;4.8;2.2;W;0.0;0.0;7.0;1.8;0.0;0.0;0.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;5.5;2.4;12.4;11.1;78.4;1009.0;1021.8;1.5;0.7;0.0
2016-05-03;45,91;5.0;19.9;8.2;13.9;6.5;0.4;W;0.0;0.0;6.1;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;4.8;2.8;13.9;11.4;73.6;1003.4;1016.2;0.4;0.0;1.0
2016-05-04;62,78;5.0;20.6;9.0;14.9;6.2;0.9;W;0.0;0.0;8.8;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;3.9;2.5;14.9;11.1;68.1;1006.3;1019.0;0.4;0.5;2.0
2016-05-05;20,68;5.0;21.5;7.6;15.6;6.2;0.0;;0.0;0.0;13.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;1.3;4.6;15.6;8.7;51.9;1010.7;1023.5;0.0;0.0;3.0
2016-05-06;11,97;5.0;21.4;9.1;16.0;5.4;0.0;;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;2.3;3.3;16.0;8.5;48.5;1008.4;1021.1;0.0;0.0;4.0
2016-05-07;20,68;5.0;20.8;9.2;15.5;5.2;0.2;W;0.0;0.0;11.4;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;1.8;4.0;15.5;9.5;55.9;1007.8;1020.6;0.1;0.1;5.0
2016-05-08;27,94;5.0;23.7;10.3;15.6;5.9;0.1;W;0.0;0.0;8.8;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;3.1;2.5;15.6;11.5;66.6;1008.6;1021.4;0.1;0.0;6.0
2016-05-09;16,33;5.0;21.7;8.3;16.4;5.7;0.0;;0.0;0.0;12.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;2.6;3.1;16.4;11.3;62.9;1009.3;1022.0;0.0;0.0;0.0
2016-05-10;7,08;5.0;22.9;10.1;17.1;6.3;0.0;;0.0;0.0;13.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;1.0;3.0;17.1;10.5;57.1;1007.0;1019.6;0.0;0.0;1.0
2016-05-11;38,46;5.0;23.0;11.1;17.2;7.4;0.3;W;0.0;0.0;10.1;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;3.5;1.9;17.2;11.5;60.3;1000.7;1013.3;0.3;0.0;2.0
2016-05-12;39,37;5.0;24.1;10.3;17.9;6.4;0.0;;0.0;0.0;11.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;3.0;3.8;17.9;12.1;61.8;993.4;1005.8;0.0;0.0;3.0
2016-05-13;23,59;5.0;23.4;12.2;17.3;10.6;0.1;W;0.0;0.0;7.7;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;5.4;3.3;17.3;13.3;68.9;985.5;997.9;0.1;0.0;4.0
2016-05-14;14,33;5.0;17.7;12.4;13.7;10.4;1.1;W;0.0;0.0;0.0;5.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;7.1;4.4;13.7;13.4;85.5;985.1;997.6;0.4;0.7;5.0
2016-05-15;17,42;5.0;13.1;9.6;10.4;8.5;0.0;;0.0;0.0;6.6;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;R;0.0;0.0;0.0;5.0;4.8;4.5;10.4;8.0;64.6;995.8;1008.6;0.0;0.0;6.0
