;PM10;Miesiąc;Maksymalna temperatura dobowa;Minimalna temperatura dobowa;Średnia temperatura dobowa;Temperatura minimalna przy gruncie;Suma dobowa opadu;Rodzaj opadu;Wysokość pokrywy śnieżnej;Równoważnik wodny śniegu;Usłonecznienie;Czas trwania opadu deszczu;Czas trwania opadu śniegu;Czas trwania opadu deszczu ze śniegiem;Czas trwania gradu;Czas trwania mgły;Czas trwania zamglenia;Czas trwania sadzi;Czas trwania gołoledzi;Czas trwania zamieci śnieżnej niskiej;Czas trwania zamieci śnieżnej wysokiej;Czas trwania zmętnienia;Czas trwania wiatru >=10m/s;Czas trwania wiatru >15m/s;Czas trwania burzy;Czas trwania rosy;Czas trwania szronu;Wystąpienie pokrywy śnieżnej;Wystąpienie błyskawicy;Stan gruntu Z/R;Izoterma dolna;Izoterma górna;Aktynometria;Miesiąc.1;Średnie dobowe zachmurzenie ogólne;Średnia dobowa prędkość wiatru;Średnia dobowa temperatura;Średnia dobowe ciśnienie pary wodnej;Średnia dobowa wilgotność względna;Średnia dobowe ciśnienie na poziomie stacji;Średnie dobowe ciśnienie na pozimie morza;Suma opadu dzień;Suma opadu noc;Weekday
2001-09-18;14.6;9.0;17.1;12.7;14.1;12.1;5.6;W;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;6.4;4.6;14.1;14.4;90.0;998.9;1011.6;1.0;4.6;1.0
2001-09-19;49.4;9.0;15.6;9.4;11.6;9.2;1.0;W;0.0;0.0;6.1;4.8;0.0;0.0;0.0;0.0;2.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;5.4;2.5;11.6;12.2;89.8;1008.1;1021.0;1.0;0.0;2.0
2001-09-20;38.4;9.0;18.0;6.7;12.0;4.5;0.0;;0.0;0.0;7.4;0.0;0.0;0.0;0.0;4.9;2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;4.5;3.0;12.0;12.2;88.6;1006.9;1019.8;0.0;0.0;3.0
2001-09-21;40.3;9.0;17.6;9.3;13.3;8.2;0.0;W;0.0;0.0;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;5.1;3.8;13.3;13.6;88.8;1003.6;1016.4;0.0;0.0;4.0
2001-09-22;29.3;9.0;17.9;11.0;13.6;10.4;0.8;W;0.0;0.0;6.9;1.6;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.3;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;5.9;2.8;13.6;13.3;86.4;1002.2;1015.0;0.2;0.6;5.0
2001-09-23;45.7;9.0;15.4;10.2;11.6;8.7;0.0;;0.0;0.0;4.2;0.3;0.0;0.0;0.0;1.8;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;6.0;1.1;11.6;12.8;93.8;1000.8;1013.7;0.0;0.0;6.0
2001-09-24;31.1;9.0;15.4;7.6;11.4;6.4;0.0;;0.0;0.0;2.9;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;5.0;3.5;11.4;12.4;91.9;999.9;1012.8;0.0;0.0;0.0
2001-09-25;60.4;9.0;11.9;7.6;9.0;7.6;0.0;;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;5.9;3.8;9.0;10.0;86.4;1004.3;1017.4;0.0;0.0;1.0
2001-09-26;49.4;9.0;12.9;1.8;7.3;-0.7;0.0;;0.0;0.0;8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;4.5;0.8;7.3;8.1;81.0;1008.9;1022.1;0.0;0.0;2.0
2001-09-27;62.2;9.0;10.1;4.4;7.1;3.4;11.8;W;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;6.8;2.1;7.1;8.4;83.8;1007.8;1020.9;0.0;11.8;3.0
2001-09-28;47.6;9.0;6.8;4.3;5.3;3.0;10.8;W;0.0;0.0;0.0;10.3;0.0;0.0;0.0;1.4;18.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;6.6;3.5;5.3;8.6;96.1;1001.6;1014.7;10.8;0.0;4.0
2001-09-29;95.1;9.0;14.3;-0.3;7.6;-0.9;0.0;;0.0;0.0;8.3;0.0;0.0;0.0;0.0;3.1;11.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;2.8;1.6;7.6;9.9;92.9;1007.1;1020.2;0.0;0.0;5.0
2001-09-30;29.3;9.0;13.5;6.6;10.1;4.2;0.0;W;0.0;0.0;7.6;0.0;0.0;0.0;0.0;0.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;9.0;5.6;4.4;10.1;11.1;90.3;1007.3;1020.3;0.0;0.0;6.0
2001-10-01;47.6;10.0;18.6;9.0;13.7;8.8;1.8;W;0.0;0.0;5.6;1.9;0.0;0.0;0.0;0.0;7.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;7.5;3.9;13.7;14.1;89.6;1000.4;1013.2;0.0;1.8;0.0
2001-10-02;36.6;10.0;19.7;13.3;16.5;13.2;0.0;W;0.0;0.0;6.2;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;6.3;5.3;16.5;15.6;83.8;997.9;1010.5;0.0;0.0;1.0
2001-10-03;49.4;10.0;24.4;14.8;20.1;13.9;0.0;W;0.0;0.0;10.5;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;1.6;4.3;20.1;18.0;76.6;997.6;1010.0;0.0;0.0;2.0
2001-10-04;40.3;10.0;20.2;11.4;13.2;11.0;3.6;W;0.0;0.0;0.0;5.4;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;7.3;1.8;13.2;14.6;95.8;1000.6;1013.4;3.6;0.0;3.0
2001-10-05;53;10.0;15.8;9.3;12.1;7.6;0.0;;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;10.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;5.3;2.3;12.1;13.0;92.9;1003.8;1016.7;0.0;0.0;4.0
2001-10-06;45.7;10.0;16.2;7.1;11.2;5.3;0.0;;0.0;0.0;7.2;0.0;0.0;0.0;0.0;3.1;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;4.0;2.4;11.2;11.9;89.8;1004.1;1017.0;0.0;0.0;5.0
2001-10-07;58.5;10.0;16.6;6.8;11.6;3.9;2.8;W;0.0;0.0;3.2;0.2;0.0;0.0;0.0;3.9;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;4.8;3.1;11.6;13.0;94.6;1003.2;1016.1;0.0;2.8;6.0
2001-10-08;71.3;10.0;21.3;12.2;15.2;11.7;0.0;;0.0;0.0;6.5;1.2;0.0;0.0;0.0;0.5;11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;5.6;2.4;15.2;15.9;92.3;1000.6;1013.3;0.0;0.0;0.0
2001-10-09;43.9;10.0;20.4;10.6;14.4;8.8;0.0;;0.0;0.0;6.5;0.0;0.0;0.0;0.0;1.5;20.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;3.5;1.8;14.4;15.5;94.1;1003.8;1016.5;0.0;0.0;1.0
2001-10-10;42.1;10.0;18.1;9.4;13.9;8.1;0.4;W;0.0;0.0;5.6;0.0;0.0;0.0;0.0;0.0;8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;4.5;2.8;13.9;13.4;85.3;1008.3;1021.2;0.0;0.4;2.0
2001-10-11;20.1;10.0;13.3;9.8;11.8;8.4;2.4;W;0.0;0.0;0.8;4.4;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.1;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;5.6;5.5;11.8;12.3;89.1;1009.0;1022.0;2.4;0.0;3.0
2001-10-12;29.3;10.0;14.6;7.4;10.9;7.1;0.0;;0.0;0.0;5.2;0.0;0.0;0.0;0.0;0.0;8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;4.8;3.3;10.9;12.2;93.5;1015.0;1028.1;0.0;0.0;4.0
2001-10-13;45.7;10.0;17.8;6.3;13.3;5.0;0.0;;0.0;0.0;7.6;0.0;0.0;0.0;0.0;1.3;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;3.9;2.8;13.3;13.5;88.9;1011.9;1024.8;0.0;0.0;5.0
2001-10-14;75;10.0;20.7;5.5;12.8;4.9;0.0;;0.0;0.0;8.1;0.0;0.0;0.0;0.0;0.8;8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.1;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;3.5;1.8;12.8;12.5;86.0;1010.1;1023.0;0.0;0.0;6.0
2001-10-15;60.4;10.0;16.7;7.5;11.4;5.8;0.0;;0.0;0.0;4.3;0.0;0.0;0.0;0.0;4.8;6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;2.9;2.1;11.4;12.7;94.6;1009.6;1022.5;0.0;0.0;0.0
2001-10-16;47.6;10.0;15.7;5.5;10.5;3.9;0.0;W;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;20.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;3.4;3.3;10.5;12.0;94.3;1013.8;1026.9;0.0;0.0;1.0
2001-10-17;53;10.0;12.2;9.4;10.8;8.8;0.2;W;0.0;0.0;0.0;4.2;0.0;0.0;0.0;4.8;19.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;7.9;1.8;10.8;12.8;98.8;1013.9;1027.0;0.2;0.0;2.0
2001-10-18;56.7;10.0;14.0;8.7;10.7;5.8;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;5.9;0.9;10.7;12.1;94.1;1009.2;1022.3;0.0;0.0;3.0
2001-10-19;49.4;10.0;12.8;3.6;9.2;0.9;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;8.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;5.9;0.5;9.2;10.8;92.9;1008.8;1021.8;0.0;0.0;4.0
2001-10-20;49.4;10.0;13.0;4.7;9.1;2.5;0.0;;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;5.9;1.6;9.1;9.7;84.5;1007.8;1020.9;0.0;0.0;5.0
2001-10-21;23.8;10.0;13.1;6.1;9.7;3.9;2.8;W;0.0;0.0;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;5.9;5.0;9.7;9.9;82.8;999.4;1012.4;0.0;2.8;6.0
2001-10-22;51.2;10.0;10.7;7.2;8.3;7.3;2.0;W;0.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;19.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;7.9;2.5;8.3;10.6;96.9;996.3;1009.2;2.0;0.0;0.0
2001-10-23;32.9;10.0;7.7;3.3;5.2;2.4;0.0;;0.0;0.0;2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;6.1;3.4;5.2;7.5;84.8;1008.5;1021.8;0.0;0.0;1.0
2001-10-24;23.8;10.0;5.4;-3.6;0.8;-5.2;0.0;;0.0;0.0;8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;0.0;3.6;0.8;4.5;71.6;1018.0;1031.6;0.0;0.0;2.0
2001-10-25;32.9;10.0;7.5;-2.5;2.5;-3.7;0.0;;0.0;0.0;8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;1.9;4.3;2.5;5.4;73.8;1015.5;1029.0;0.0;0.0;3.0
2001-10-26;31.1;10.0;13.0;4.4;8.4;4.4;0.0;;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.5;12.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;5.0;2.0;8.4;9.8;88.0;1013.5;1026.6;0.0;0.0;4.0
2001-10-27;56.7;10.0;12.5;2.5;6.8;0.1;1.4;W;0.0;0.0;7.0;0.0;0.0;0.0;0.0;1.8;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;1.3;3.1;6.8;8.5;86.8;1011.1;1024.3;0.0;1.4;5.0
2001-10-28;86;10.0;10.8;5.1;8.5;3.9;2.4;W;0.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;7.1;3.5;8.5;10.5;93.8;1007.1;1020.2;0.0;2.4;6.0
2001-10-29;31.8;10.0;9.9;7.9;8.8;7.6;7.2;W;0.0;0.0;0.0;3.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;6.9;5.1;8.8;10.3;91.3;1003.5;1016.5;1.4;5.8;0.0
2001-10-30;34.8;10.0;13.4;8.1;10.9;7.8;4.2;W;0.0;0.0;0.0;10.5;0.0;0.0;0.0;0.0;5.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;7.9;7.0;10.9;11.8;90.8;997.3;1010.1;4.2;0.0;1.0
2001-10-31;45.7;10.0;20.3;12.5;15.9;11.7;5.8;W;0.0;0.0;6.4;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;10.0;2.6;5.8;15.9;12.1;68.9;997.3;1010.0;0.0;5.8;2.0
2001-11-01;11;11.0;18.9;4.6;7.3;4.4;5.8;W;0.0;0.0;2.9;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.4;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;5.1;9.1;7.3;8.5;82.9;1002.3;1015.4;5.8;0.0;3.0
2001-11-02;18.3;11.0;6.9;1.9;3.6;1.1;0.0;W;0.0;0.0;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;1.9;5.5;3.6;6.2;79.0;1017.1;1030.5;0.0;0.0;4.0
2001-11-03;32.9;11.0;8.9;-0.7;6.1;-2.1;0.0;W;0.0;0.0;0.0;1.9;0.0;0.0;0.0;0.0;18.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.5;3.3;6.1;8.8;91.1;1015.7;1029.0;0.0;0.0;5.0
2001-11-04;38.4;11.0;10.9;6.5;8.5;4.9;0.0;W;0.0;0.0;0.2;0.5;0.0;0.0;0.0;0.0;9.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;6.8;4.3;8.5;9.6;86.3;1006.4;1019.5;0.0;0.0;6.0
2001-11-05;31.1;11.0;9.1;3.6;6.6;3.0;1.8;W;0.0;0.0;3.6;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;4.6;6.6;6.6;7.8;79.3;1000.1;1013.1;1.8;0.0;0.0
2001-11-06;32.9;11.0;6.0;-0.2;3.8;-1.1;0.0;W;0.0;0.0;1.7;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;5.3;4.8;3.8;6.5;80.6;1000.6;1013.9;0.0;0.0;1.0
2001-11-07;21.9;11.0;8.0;5.3;7.0;5.1;3.0;W;0.0;0.0;2.0;4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.3;6.3;7.0;8.1;81.0;988.7;1001.6;0.0;3.0;2.0
2001-11-08;11;11.0;7.1;0.5;5.2;-1.2;7.2;W;0.0;0.0;0.0;10.8;0.0;0.0;0.0;0.0;9.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.0;3.3;5.2;8.6;96.1;979.4;992.2;5.0;2.2;3.0
2001-11-09;14.6;11.0;8.3;2.1;4.1;1.8;0.0;W;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.1;6.6;4.1;7.4;88.9;987.0;1000.0;0.0;0.0;4.0
2001-11-10;25.6;11.0;3.1;-1.5;0.9;-2.7;0.0;;0.0;0.0;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;2.8;4.0;0.9;5.4;82.1;1012.8;1026.3;0.0;0.0;5.0
2001-11-11;23.8;11.0;4.8;-2.4;1.7;-3.5;0.0;;0.0;0.0;5.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;;0.0;0.0;0.0;11.0;5.1;5.3;1.7;4.6;67.8;1009.5;1022.9;0.0;0.0;6.0
2001-11-12;40.2;11.0;4.3;2.3;3.3;2.4;0.6;W;0.0;0.0;0.0;2.4;0.0;0.0;0.0;0.0;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.6;4.3;3.3;6.6;84.5;997.8;1011.0;0.0;0.6;0.0
2001-11-13;25.6;11.0;5.8;0.0;3.0;-2.5;0.0;;0.0;0.0;5.8;4.3;0.0;0.0;0.0;0.0;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;4.1;4.0;3.0;6.6;86.3;995.9;1009.1;0.0;0.0;1.0
2001-11-14;27.4;11.0;3.3;-3.6;-0.1;-3.6;0.0;;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;;0.0;0.0;0.0;11.0;3.4;3.0;-0.1;5.5;90.6;1009.2;1022.7;0.0;0.0;2.0
2001-11-15;36.6;11.0;3.4;-3.2;-0.1;-4.4;0.4;W;0.0;0.0;5.0;3.2;0.0;0.0;0.0;0.0;4.5;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;8.0;0.0;0.0;;0.0;0.0;0.0;11.0;4.3;5.8;-0.1;5.3;87.3;1016.4;1030.0;0.0;0.4;3.0
2001-11-16;21.9;11.0;6.0;0.6;3.6;0.7;0.0;S;0.0;0.0;3.9;1.9;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;6.4;8.4;3.6;6.1;77.3;1012.2;1025.5;0.0;0.0;4.0
2001-11-17;58.5;11.0;4.8;-2.9;1.2;-3.9;0.0;W;0.0;0.0;6.9;2.7;0.0;0.0;0.0;0.0;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;;0.0;0.0;0.0;11.0;4.0;4.6;1.2;5.6;84.3;1018.0;1031.6;0.0;0.0;5.0
2001-11-18;36.6;11.0;5.4;2.6;4.6;2.5;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.8;5.1;4.6;7.7;90.6;1006.8;1020.1;0.0;0.0;6.0
2001-11-19;29.3;11.0;6.5;1.6;3.4;0.9;1.4;S;0.0;0.0;0.5;3.2;0.1;0.0;0.0;0.0;3.3;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;5.9;4.9;3.4;7.0;89.6;1001.4;1014.6;1.2;0.2;0.0
2001-11-20;80.5;11.0;1.6;-2.8;-0.9;-4.9;0.2;S;1.0;0.0;0.2;0.0;6.5;0.0;0.0;0.0;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;11.0;6.6;2.5;-0.9;5.1;89.6;1008.2;1021.8;0.0;0.2;1.0
2001-11-21;42.1;11.0;4.6;-5.4;2.0;-6.8;0.8;W;0.0;0.0;0.0;6.5;0.0;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.8;4.3;2.0;7.0;97.6;1008.0;1021.4;0.2;0.6;2.0
2001-11-22;23.8;11.0;6.3;4.6;5.3;4.3;4.6;S;0.0;0.0;0.0;13.4;0.0;0.0;0.0;0.0;8.3;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.6;6.9;5.3;8.2;91.9;990.1;1003.1;2.8;1.8;3.0
2001-11-23;14.6;11.0;4.9;0.2;1.4;0.4;2.0;S;0.0;0.0;0.2;1.3;8.7;2.1;0.0;0.0;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.4;5.8;1.4;6.3;93.1;988.3;1001.5;0.2;1.8;4.0
2001-11-24;14.6;11.0;2.6;-0.2;0.7;0.0;1.0;S;0.0;0.0;0.8;0.0;11.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.5;5.6;0.7;5.9;91.4;995.7;1009.1;1.0;0.0;5.0
2001-11-25;12.8;11.0;0.7;-1.6;-0.8;-1.3;0.8;S;0.0;0.0;1.3;0.0;6.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;11.0;7.3;5.4;-0.8;4.9;85.3;1000.9;1014.4;0.0;0.8;6.0
2001-11-26;29.3;11.0;-0.5;-2.5;-2.2;-4.8;0.8;S;2.0;0.0;0.0;0.0;11.7;0.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;11.0;7.0;2.5;-2.2;5.0;95.9;998.1;1011.6;0.8;0.0;0.0
2001-11-27;49.4;11.0;-2.0;-7.3;-3.2;-5.8;0.0;S;2.0;0.0;0.0;0.0;2.7;0.0;0.0;0.0;18.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;11.0;6.5;3.0;-3.2;4.6;95.0;1003.0;1016.6;0.0;0.0;1.0
2001-11-28;54.9;11.0;-1.5;-4.5;-3.0;-4.7;2.9;S;2.0;0.0;0.0;0.0;14.6;0.0;0.0;0.0;22.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;11.0;7.8;4.5;-3.0;4.7;94.4;1002.8;1016.4;0.6;2.3;2.0
2001-11-29;56.7;11.0;1.2;-2.8;-0.1;-2.4;0.4;S;6.0;1.2;0.0;0.3;3.0;0.1;0.0;11.4;12.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;11.0;8.0;1.6;-0.1;6.1;99.8;1004.5;1017.9;0.2;0.2;3.0
2001-11-30;40.2;11.0;0.4;-2.5;-1.4;-2.3;0.0;;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;0.0;0.0;11.0;7.5;3.9;-1.4;5.0;89.9;1011.1;1024.7;0.0;0.0;4.0
