;mean_fit_time;mean_score_time;mean_test_score;mean_train_score;param_activation;param_alpha;param_hidden_layer_sizes;params;rank_test_score;split0_test_score;split0_train_score;split1_test_score;split1_train_score;split2_test_score;split2_train_score;std_fit_time;std_score_time;std_test_score;std_train_score
11;4.117864529291789;0.0066797733306884766;0.3508969662422178;0.3729298743538673;identity;0.01;(400,);{'activation': 'identity', 'alpha': 0.01, 'hidden_layer_sizes': (400,)};15;0.3453026860065611;0.37186636469728374;0.34816109306348164;0.3881878098476481;0.35923486143487693;0.3587354485166701;0.3097502526777882;0.00022978463869613948;0.0060075072311059075;0.012047370019631035
14;3.780287822087606;0.00834043820699056;0.34296673863347815;0.3825937773582393;identity;0.01;(400, 100, 50);{'activation': 'identity', 'alpha': 0.01, 'hidden_layer_sizes': (400, 100, 50)};16;0.3644548119892064;0.39915680563103995;0.3329253110938205;0.40954448451461434;0.33150945467073845;0.3390800419290636;1.0735132178271685;0.0006242242902842085;0.015208876876873242;0.031059725759653118
9;3.629642645517985;0.010507663091023764;0.3350627160731066;0.36229346338604534;identity;0.001;(400, 100, 50);{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (400, 100, 50)};17;0.28376304597035784;0.3160209186152669;0.3571996680471805;0.3979687423066161;0.3642525370996707;0.3728907292362531;0.8607424476766764;0.0017806792018435086;0.03639681916186193;0.03428399028275539
6;4.211037079493205;0.0058405399322509766;0.3329282384008539;0.35707113055284373;identity;0.001;(400,);{'activation': 'identity', 'alpha': 0.001, 'hidden_layer_sizes': (400,)};18;0.31862308163106323;0.34801086851497076;0.3309954249927226;0.36838236790650425;0.34918129962912714;0.3548201552370561;0.46659271583724155;0.0002385813634192157;0.01254905336693114;0.008467572035675322
15;4.399450778961182;0.0041735172271728516;0.19177148314679893;0.20008818180484264;logistic;0.0001;(100,);{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,)};19;0.21197754742192587;0.21056821295317996;0.2201162727231385;0.23750213605629011;0.14317550768394627;0.15219419640505782;0.05390985101900016;0.0002333717243617283;0.03450697432962307;0.035606501574264614
20;4.387436866760254;0.003851016362508138;0.1273178321290995;0.1345250306450657;logistic;0.001;(100,);{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (100,)};20;0.08418662965659696;0.08313377957800139;0.18119606639902808;0.19596707030207272;0.11656081238390636;0.12447424205512303;0.016761728408740455;0.0002526926775359135;0.04033311808497153;0.04660902371405128
25;3.6291359265645347;0.004009167353312175;0.08156573017791252;0.08319246334029437;logistic;0.01;(100,);{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (100,)};21;0.17996079796878495;0.17827309488655;0.0659995329867239;0.07143750976291818;-0.0013401189260460187;-0.0001332146285850655;1.037236747960843;4.673382577256888e-06;0.07482444370448886;0.07330683014520654
22;4.168339490890503;0.00638572374979655;0.04395758581208889;0.04790346436220031;logistic;0.001;(100, 100);{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100)};22;-2.1237282511243905e-05;-2.2565991966372323e-05;0.13312554015126987;0.14374343212620067;-0.0012735427663623788;-1.047304763335255e-05;1.5288207766929522;0.00044196075579748826;0.06306797803802489;0.06776909129445023
17;2.9534390767415366;0.005851189295450847;-0.0007920528427337396;2.265645344297814e-07;logistic;0.0001;(100, 100);{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100)};23;-7.917183317385224e-06;-9.161708198979213e-06;-0.001056278187387294;2.0111967969360656e-05;-0.001312446345521412;-1.0270566167092099e-05;0.05791156368810874;0.00022590545848397026;0.0005643691036397761;1.4068388768816239e-05
27;3.117105722427368;0.006179253260294597;-0.0007971396174873023;-9.914539788565454e-06;logistic;0.01;(100, 100);{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (100, 100)};24;-1.1987930836898641e-05;-1.3063315482453318e-05;-0.0011120696169795163;-7.618327097391742e-06;-0.0012677983136484272;-9.0619767858513e-06;0.046503564519143385;0.00022967323710001332;0.0005589418818003116;2.303203911013467e-06
18;17.420409440994263;0.014012654622395834;-0.0008080634773053517;-1.0337571980064316e-05;logistic;0.0001;(400, 100);{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (400, 100)};25;-3.1740221724252393e-06;-3.7131503465293036e-06;-0.001034945096447748;-1.5749243346352415e-05;-0.0013866084952995905;-1.1550322247311229e-05;0.7875303171749152;0.00040899738819590194;0.0005870962149790329;4.987982630491565e-06
29;27.538525342941284;0.014400720596313477;-0.0008249075462799272;-9.177150977886702e-06;logistic;0.01;(400, 100, 50);{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (400, 100, 50)};26;-8.169511999334134e-06;-8.382956731223246e-06;-0.0010718013853669994;-9.363800556938529e-06;-0.0013952813364503935;-9.784695645498331e-06;1.125119067796204;0.00029536825771988255;0.0005925559880622009;5.872799133680872e-07
24;27.844639380772907;0.014181772867838541;-0.0008285857267036577;-8.681644205162561e-06;logistic;0.001;(400, 100, 50);{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (400, 100, 50)};27;-1.1858970812017589e-06;-1.3799633487021623e-06;-0.0010507458209763065;-1.1287439261709054e-05;-0.001434387952513827;-1.3377530005076466e-05;0.970724476635858;0.00024181147874099168;0.000605789266925035;5.233101523066267e-06
28;17.332632541656494;0.013176043828328451;-0.0008431695359710031;-9.145743595414165e-06;logistic;0.01;(400, 100);{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (400, 100)};28;-4.382161778782034e-06;-5.0317922226650325e-06;-0.001119983369949118;-8.655122517353675e-06;-0.001405665356426944;-1.3750316046223787e-05;1.1136376287327339;0.0006239891833654263;0.0006046038197270483;3.5761894242492546e-06
19;26.15631906191508;0.014404296875;-0.0008605577454099378;-1.4949641218361029e-05;logistic;0.0001;(400, 100, 50);{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (400, 100, 50)};29;-2.4216019607115058e-05;-2.3991603467665715e-05;-0.0011104862328605858;-6.114138221269271e-06;-0.0014475159774780533;-1.47431819661481e-05;1.0314832963727814;0.0007948519531517771;0.0006073094391030829;7.29990456449701e-06
23;16.799848159154255;0.01351014773050944;-0.0008786576034790513;-9.248281732136357e-06;logistic;0.001;(400, 100);{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (400, 100)};30;-1.1517951790107617e-05;-1.2224127311943889e-05;-0.001227598505499472;-3.442382736640326e-06;-0.0013973379504985672;-1.2078335147824859e-05;1.4988706016751652;9.461610263075923e-06;0.0006172044885218389;4.105821980083566e-06
